enterprise_id,enterprise_name
74871471-6,江苏福源中药饮片
MA1WLA39-2,江苏肤春堂医药科技
14013190-X,盐城市中药饮片
MA31KHYU-0,福建力訾药业
MA2XWN5B-X,福建微芝赢中药饮片
55506844-7,福建铭远制药
MA2YADY1-6,福建铭远堂中药
MA6DMBQG-6,贵州上海胡庆余堂生物科技药业股份
MA6DN973-9,贵州尚德贵生中药饮片
MA6HXJ45-1,贵州山星药业
MA6EF9TE-6,贵州神农本草中药饮片
MA31X7Q5-9,长汀县众康堂药业
MA62H568-X,凉山州发展控股集团
20184708-0,四川中迅电梯联合
MA6CK67U-4,四川中邮物流雅安分
20183078-0,四川众城房地产开发
68239365-6,四川发展控股
MA66ETX5-X,四川成邛雅高速公路
20181233-9,四川省投资集团
76230003-4,四川省机场集团
08339648-4,四川长宁天然气开发
MA622B3E-4,国久大数据
99072029-2,国家开发银行四川省分行
76232547-7,国家能源投资集团成都热电厂
73589250-5,国机重型装备集团股份
78226622-4,峨眉山发展控股
75233594-6,巴中市国有资本运营集团
62956578-9,巴中市房地产综合开发总
MA6A4B56-X,广元市利兴工业发展集团
58649567-9,广元市国信物业管理
08583866-1,广元市贵商村镇银行股份雪峰支行
74964094-X,广安渠江旅游开发
MA62B5QM-9,广安金土地开发投资集团
67965610-1,成都交子金融控股集团
79783792-3,成都交通投资集团
66968613-9,成都新诚融资担保
MA68Q27C-5,成都智慧城市信息技术
76539340-8,成都轨道交通集团
67142188-5,成都通发众好物业自贡分
MA64TUBU-7,成都都江堰投资发展集团
63311088-3,成都高新投资集团
20436095-6,攀钢集团钒钛资源股份
31508510-9,东莞一翔液体肥料
74629276-7,东莞市中纺化工
05164124-6,丰城市友好化学
12021209-1,丹东市化学试剂厂
12026961-0,丹东市胜利化工厂
MA0D8P0M-0,任丘市鹏川化工
57969355-4,佛山拜澳生物科技
74341297-0,保定市乐凯化学
72261275-4,北京中纺化工股份
10111505-0,北京化学工业集团
10291620-4,北京天罡助剂
10279170-4,北京成宇化工
62590623-2,北京益利精细化学品
77376461-9,博立尔化工扬州
05838741-2,厦门梓诺化工科技
MA2BCMJB-7,嘉兴市三江浩嘉高分子材料科技
05807230-6,大连华邦化学
75609535-3,大连联化化学
72999007-X,安徽精钼化学试剂
MA3P4N4Q-8,山东笃初诚美化工科技
MA0KCB3P-4,山西华菲生物科技
70837986-1,广东利尔化学
57402532-X,广东基业长青节能环保实业
73972788-1,广东达志化学科技
09623152-3,广安一新医药科技
68325843-X,广州基业长青新材料
72193082-2,广州市立图油漆化工
70824125-6,广州艾儿化妆品
06331428-5,广州辰东新材料
57275595-1,德阳尚品化工
57275595-2,上海丰程律师事务所
57275595-3,上海丰进立和律师事务所
57275595-4,上海俊豪律师事务所
57275595-5,北京元合律师事务所
57275595-6,北京元延律师事务所
57275595-7,北京元晓律师事务所
57275595-8,北京元经律师事务所
57275595-9,北京元赫律师事务所
57275595-10,北京元辉律师事务所
57275595-11,北京元都律师事务所
71419976-0,威来法律咨询服务事务所
71419976-1,山东环周天津律师事务所
71419976-2,广东华商天津律师事务所
71419976-3,广东威戈律师事务所
71419976-4,广东广法律师事务所
71419976-5,广东广颂律师事务所
71419976-6,广东康浩律师事务所
MA4ULYQ9-8,广东悦信律师事务所
MA4ULYQ9-9,广东正显律师事务所
MA4ULYQ9-10,广东江达律师事务所
MA77L24D-8,新疆首诺法律事务所
MA1X6N6N-0,江苏泓信法律服务事务所
MA1X6N6N-1,河北唐正天津律师事务所
MA1X6N6N-2,浙江盈树律师事务所
MA1X6N6N-3,浙江盈轩律师事务所
MA5EQ171-6,深圳新世纪法律服务
MA4L49G5-2,湖南三方环境法律事务所
MAB0J9P9-8,西安君忠诚律师事务所
MAB0J9P9-9,重庆鲁本律师事务所
MAB0J9P9-10,重庆鹏舟律师事务所
67932190-X,上海儒佳管道钢结构
74617642-4,上海光杰钢结构制造
63084977-0,上海全琪金属结构件
MA1GKEKA-X,上海共赢钢结构
76086917-1,上海兴中实业集团
74728480-6,上海兴奉彩板轻钢结构
76706614-4,云南全鑫钢结构
69088819-X,云南兴德业钢构工程
35180960-2,云南博林金属构件
32285270-8,云南博耀金属结构制造
MA51F2MC-2,佛山市驰捷交通设施
55360927-0,佛山市高明南越钢结构制造
MA517C6R-7,佛山市鼎合盈讯金属制品
31481271-4,佛山市鼎盛钢结构
MA52LA6M-8,佛山德辉钢管钢构
75664698-7,四川航宇钢结构科技
79786254-7,四川艾瑞顺钢结构
55348289-8,四川荣华金属结构制造
08303608-3,天津市凯彬钢结构制造
73282975-4,天津市北川钢结构
79725483-2,天津市北洋兴钢结构
73547479-2,天津市华展建筑钢结构
06735676-5,山东瑞驰钢结构
MA3MPXLP-7,山东申洋钢结构
57779278-6,山东盛新钢结构
MA3R31QD-8,山东省华东重工
72755966-5,山东省华宇钢结构
77081785-0,杭州天工钢品
71544912-7,杭州天源钢结构制造
74716396-7,杭州宇力钢结构
56689637-9,中国邮政集团徐州市柳新支局
MA20M1AM-7,中铁十局集团无锡分
30256741-6,南京大江北国资投资集团
09392720-X,南京扬子国资投资集团
MA1WJBGU-9,南京晨光集团环保科技分
13541000-7,南京沿江交通发展投资中心
MA1MEPR1-3,南通江海金融信息服务
MA221Y3L-1,常州高铁新城投资建设发展
34624320-2,广发银行股份常州武进支行
MA20ME16-4,徐州高新技术产业开发区产业基金
MA1TE77D-1,扬州远锦人力资源服务
67549733-4,无锡城市发展集团
25045518-X,无锡市新发集团
MA209XXR-0,昆山传媒集团
13476706-3,江苏交通控股
MA20Q46J-7,江苏友谊国际旅行社南京市云锦路经营部
MA1W3WJQ-5,江苏宁句轨道交通
13897080-0,江苏新海连发展集团
MA209Y6A-2,江苏海坤路桥建筑工程徐州分
13476876-0,江苏省三利设备安装工程
73572480-0,江苏省国信集团
13756027-9,江苏省常州环球阀门厂
14004277-1,江苏省金工仪表线缆总
46600384-4,江苏连云港地质工程勘察院
31380069-0,江苏金坛投资控股
78599349-4,泰州海陵城市发展集团
76244590-3,泰州高教投资发展
MA20QCQT-8,淮安岔河城市投资建设
79106825-4,淮安市国有联合投资发展集团
74371402-0,淮安市水利控股集团
75858311-5,上海利基五金塑胶
75858311-6,上海晶天注塑成型
63106751-9,上海科鹰注塑
13383537-8,上海龙人注塑
MA521PF3-1,东江精创注塑惠州
07021797-7,东莞市十方精密科技
31520567-6,东莞市和康轩电子科技
75788288-5,东莞市汇鼎实业
67708923-8,佛山市顺德区健能达塑料制品
68061323-X,佛山市顺德区捷晟电器
75561282-2,佛山市顺德区胜誉塑料五金
78576852-9,佛山市顺德区讯鸿塑料电器灯具
58127850-1,厦门佳宝利塑胶制品
58126791-7,厦门华昌丰注塑
70548108-6,厦门市培荣塑胶
56280072-0,厦门晟益鑫塑胶
06651044-1,安徽格努博尔塑业
32800682-8,安徽海恩特塑业
MA2T77RN-4,安徽百鑫包装
MA2RQ1P0-9,安徽美佳佳塑业
59866415-0,安徽银灵塑业
73709090-1,常州市晨辉注塑模具
74680406-4,常州春翔电器塑料
31383266-8,常州江春注塑
69677927-7,常州玲梅塑料
74066697-5,常州禾郡电器
78647862-X,惠州市天顺精密注塑
67395819-2,杭州临安杨岱注塑制品
76202606-3,杭州富阳辰晟源电子
76821454-0,杭州科力达模型
61541020-9,三江瓦力特特种车辆
55006376-X,上海金盾特种车辆装备
56774982-1,临沂红盛车辆改装
70028209-6,北京中天高科特种车辆
57320216-0,北京安龙特种车辆
MA44MTQU-8,华宇方圆河南车辆改装
14912370-3,合肥开乐特种车辆
77728531-6,大连万顺特种车辆制造
10338330-7,天津市车辆改装厂
58306063-7,威海广泰特种车辆
34447634-4,威海高赛华运汽车改装
39408601-0,安徽太空车辆改装
79865154-9,山东建宇特种车辆
77100813-1,山东恩信特种车辆制造
05312777-7,平凉市华星车辆改装
05658847-2,广东飞驰特种车辆股份
MA1ND513-5,无锡德事隆特种车辆
58554654-2,江苏亿翔特种车辆
34623393-6,江苏天明特种车辆
77688682-2,江苏海鹏特种车辆
07275365-0,江苏鸿昌特种车辆
25038862-6,江阴市汽车改装厂
09780393-3,河南胜通车辆改装
78180466-8,浙江西贝虎特种车辆股份
MA4Q01E3-4,湖南星邦改装汽车制造
MA4Q01E3-5,牡丹江特种车辆改装厂
33128815-X,苏州雅奇改装车辆制造
MA3MB8RG-7,蜗牛特种车辆装备
22067399-5,西铁火车改装修造厂
78876202-6,辽宁保利特种车辆
31052860-1,东莞丸仁电子
MA51J5PW-5,东莞云晖光电
32163618-1,东莞圆锋电子
MA4WBLPR-0,东莞市创慧电子
31526580-4,东莞极飞无人机科技
MA51654K-2,东莞认知智能科技
MA4X8F94-9,东莞长盈精密技术大朗杨涌分
MA1UQ5XR-2,中环领先半导体材料
32166657-5,中芯长电半导体江阴
72446680-X,乐普科天津光电
MA6KUB4U-0,云南顺华智能科技
MA64AF3G-7,信利仁寿高端显示科技
56747418-6,北京世纪金光半导体
56954447-5,北京融安特智能科技股份
59516677-0,华为技术重庆分
05853449-4,华为终端
MA384899-4,吉安市培真电子
MA38539F-5,吉安市炎翔电子
09614403-2,四川天乐信达光电
09532368-8,四川羽玺电子科技
68223019-5,大工科技上海
69137338-2,宁波博莱特光电科技股份
55138508-2,小米科技
MA515X5Q-9,广东星星精密玻璃科技
MA5AN3Y0-5,广州科语机器人
MA5AMY9D-1,广州粤芯半导体技术
39628390-7,成都优博创通信技术股份
72342612-8,成都市川北电子机械设备
61378044-1,文登科乐波电子
72497767-7,文登霓特伦特电子
MA0NACRW-9,内蒙古中朵置业
78707856-4,内蒙古伊泰置业集团
68004753-0,内蒙古吉日格琅房地产开发
55813077-9,内蒙古吉泰房地产开发阿巴嘎旗分
68003558-0,内蒙古吉美房地产开发
68003558-1,内蒙古基初房地产开发
67694030-X,内蒙古宏城房地产开发
39747168-6,内蒙古宏孚置业
55546837-9,内蒙古宏晨房地产开发
74014249-3,内蒙古惠源房地产开发
MA0Q0H2A-1,内蒙古慧宁房地产开发
08217017-6,内蒙古慧泰置业
MA0NGMJA-8,内蒙古慧泽房地产开发
MA0NLRJU-2,内蒙古慧谷鼎和房地产开发
72012050-2,内蒙古红安房地产
MA0NQC95-0,内蒙古红盾房地产开发
57325866-6,内蒙古红福房地产开发
55281767-6,内蒙古红胜园房地产开发
MA0Q28WR-8,内蒙古红达房地产开发
70146766-6,内蒙古绩业房地产开发
MA0PYTW9-1,内蒙古融创房地产开发
69285628-X,内蒙古西蒙奈伦置业
66096277-4,内蒙古金汉房地产
66096277-5,内蒙古金港房地产
57886390-2,内蒙古金航房地产开发
57326977-9,内蒙古金颢仑房地产开发
55547643-2,内蒙古霍煤龙兴房地产开发股份
68001585-4,包头一机置业
55811391-X,包头中冶正盛置业
MA0PYCEU-2,包头市新城亿卓房地产开发
MA1FL1HQ-0,上海万达小额贷款
MA1910B7-X,中新黑龙江互联网小额贷款
58165718-1,佐力科创小额贷款股份
69591848-2,内蒙古汇能小额贷款
31830233-2,北京京汇小额贷款
57181850-0,南宁市金通小额贷款
MA0Y304B-X,吉林省小额再贷款股份
68473920-0,天津滨海新区天保小额贷款
55016405-0,安庆新昌小额贷款股份
08222584-3,安徽省小额再贷款股份
55514773-5,嵩明县信达昌小额贷款
07189224-5,广东省粤科科技小额贷款股份
MA59J30J-1,广州二三四五互联网小额贷款
MA59CKC2-7,广州拉卡拉网络小额贷款
MA59BE6B-0,广州欢聚小额贷款
08036988-6,广州立根小额再贷款股份
05420700-7,德清金汇小额贷款
69368597-X,成都同兴小额贷款股份
68234394-X,武汉信用小额贷款股份
66101328-X,深圳市世联小额贷款
MA5EEB9P-7,深圳市华宜贷小额贷款
59952152-2,甘肃公航旅小额贷款股份
09884810-5,石家庄市中弘和信小额贷款
06466806-9,西藏优富小额贷款
MA5U49X3-4,重庆两江新区盛际小额贷款
09241856-9,重庆两江新区科易小额贷款
58284987-1,重庆商汇小额贷款股份
57619056-4,重庆市蚂蚁商诚小额贷款
07369182-6,重庆市蚂蚁小微小额贷款
09494177-5,重庆海尔小额贷款
63186631-0,上海卫忠连接器
06747779-4,上饶市达淋新材料
77096561-8,东莞华实连接器制造
77185471-7,东莞富强电子
05683104-9,东莞市天智连接器
MA4W7N2T-4,东莞市巩固连接器
MA4WH3KY-X,东莞市捷融电子连接器
MA4UH99F-9,中山市祺鑫电线连接器
77070331-9,乐清市创鑫连接器
79339126-6,乐清市鸿祥连接器制造
74324262-5,兴英科技深圳
75031676-8,国基电子上海
57646943-4,声电电子科技惠州
60828043-4,富士康电子工业发展昆山
61799646-9,富港电子东莞
70405251-1,富钰精密组件昆山
70405251-2,常州市盛士达汽车流体连接器
MA59EQTH-5,广州瑞安信连接器
60820717-3,康普通讯技术中国
71722538-9,慈溪市烁宇连接器厂
73015019-0,慈溪市逍林镇跃进电子连接器件厂
55904076-7,新普科技重庆
13867094-7,江苏中天科技股份
73464630-2,沈阳兴华航空电器
06924669-0,浙江赛创连接器
MA5EHGH3-8,深圳富桂精密工业
33518692-7,深圳市电连旭发技术
MA5EFAXX-8,深圳市腾踏电子连接器
68203143-6,深圳市锶拓通讯连接器
MA31YUYF-X,精连厦门连接器
MA62G7PK-9,三台县绿梦源养殖
MA4R17QU-4,临武县赛福郎德鹅业养殖专业合作社
MA7315BF-4,临洮县林军种养殖业农民专业合作社
MA53DHGR-9,佛山市鸡农辉家禽养殖
MA391Y7F-6,修水县古市镇长福畜禽养殖专业合作社
MA2U3HY8-2,六安市六岗禽业种养殖专业合作社
MA1YJ1PF-8,南京市六合区乐和家禽养殖
MA38RJHU-2,南城县国明四福养鸡场
MA5NLJDP-0,南宁市武鸣区良凤禽业
MA65GKTW-0,四川奕帆养殖
MA0EF0N0-8,大名县晓波养殖
MA2UE3RD-0,天长市长鹤鹅业饲养专业合作社
MA70QXTF-9,安康富强珍禽养殖
MA4CWY5A-6,宣恩咯咯哒养鸡专业合作社
MA5NX4QY-1,宾阳农利来养殖
MA1BXQG1-X,尚志市君源畜禽养殖专业合作社
MA6P0PMB-9,巧家县珍禽养殖农民专业合作社
MA71KRU0-4,广河县成星家禽养殖农民专业合作社
MA60AL2T-X,彭水县铃诗嘉翌畜禽养殖专业合作社
MA53NA33-5,惠州市伟廷养殖
MA3P303B-0,招远市钰源养殖专业合作社
MA1BN636-9,拜泉县久旺庭院家禽饲养专业合作社
MA1BHM35-1,拜泉县景龙庭院大鹅饲养专业合作社
MA3PPJ2E-0,昌乐县忆农畜禽专业合作社
MA0EGA5M-6,晋州艳海养殖场
MA47XCXW-5,永城市王振军养殖场
MA6J3GTT-7,江口县瓮稿众合家禽养殖专业合作社
MA0D78YR-6,河北马胡寨养殖
MA46QRA8-4,河南华成禽业
MA46GWR2-2,河南小优鸡家禽养殖
29900442-7,乌鲁木齐华联房地产开发
MA77QKPW-3,乌鲁木齐富力城房地产开发
MA7769RE-X,乌鲁木齐市恒新佳诚房地产开发
77605978-X,乌鲁木齐房地产开发集团
07220760-9,五家渠金科房地产开发
07607750-6,伊犁九鼎富通房地产开发
06884600-2,博乐市汇富房地产开发
72917599-9,吐鲁番王府房地产开发
56436043-1,新疆中海地产
72694357-7,新疆俊发房地产开发
08538503-3,新疆兆龙诚祥房地产开发
68648708-6,新疆兆龙迪尚房地产开发
62521288-X,新疆创天房地产开发
77346614-4,新疆华凌房地产开发
69343564-7,新疆华鼎房地产开发
62555201-6,新疆南湖房地产开发
56887638-X,新疆君豪置业房地产
69784809-4,新疆四运置业
22859757-9,新疆城建集团股份
MA777KMF-1,新疆宏锦源房地产开发
74865099-4,新疆帕尔拉克房地产开发
55243132-7,新疆广汇信邦房地产开发
62555473-2,新疆广汇房地产开发
73181018-9,新疆德源房地产开发
58475072-8,新疆恒兴源房地产开发
09276838-2,新疆愿景智慧城房地产开发
22858355-6,新疆新铁房地产集团
71890560-X,新疆特变电工房地产开发
MA77HR1T-6,新疆碧桂园房地产开发
73180042-3,新疆胜天房地产开发
11540094-4,中国内蒙古森工集团莫尔道嘎森林工业
MA0QL47Q-3,乌兰察布市正浩能源开发
MA0QL28A-3,二连浩特市欧亚边合建设发展
MA0QL4MP-0,二连浩特市驿捷开发建设
62649509-2,克什克腾旗白音敖包林场
MA0QL23G-0,内蒙古云栖智谷产业发展
06750470-5,内蒙古交通投资集团
73326451-3,内蒙古公路建设
79718130-3,内蒙古国有资本运营
58176897-3,内蒙古国源投资集团
MA0MWGQR-1,内蒙古土地资源收储投资集团
79017998-0,内蒙古大板发电
70149472-8,内蒙古大雁矿业集团
74793964-9,内蒙古岱海发电
MA0NMUG3-6,内蒙古漠海绿洲土地矿产资源投资开发
32907930-8,内蒙古联宇旅游投资
79360999-0,内蒙古能源发电投资集团
MA0QMDDH-8,内蒙古能源发电投资集团金山第二热电分
MA0QKN0T-X,内蒙古蒙达铁路
67690861-7,内蒙古锡乌铁路
MA0Q7DW3-2,内蒙古额尔沁电力
72016808-X,内蒙古高新控股
76447118-7,内蒙古高等级公路建设开发
11440597-0,包头市南海投资集团
76785249-5,包头市城乡发展投资
70124991-7,包头市青山区红房子商城物业管理中心
32908505-4,包头昆仑泉水务
11439255-9,包头钢铁集团
11416149-4,呼和浩特机床附件总厂环民实业
68651311-7,国华巴彦淖尔乌拉特中旗风电
MA5C43FU-8,中瑞营造广州工程
MA547X8D-5,乳源瑶族自治县鑫诚建设工程
MA548T83-8,五华县益胜建筑工程
MA525MM4-8,广东东亿建设
MA5CBGNN-5,广东中天阳光建设
MA52PMPD-X,广东伟创建设
MA54C60H-0,广东六冠建设
MA51BY4D-1,广东华科大建筑技术开发
MA5C4ELN-9,广东国路安建工股份
MA525780-5,广东宏林建设
MA54CNY2-0,广东川粤鑫鼎建筑劳务
MA5FAW15-9,广东建诚建筑工程
MA548UUN-4,广东彤鑫建设
MA525YJ8-4,广东楠通建设工程
MA51EBE1-0,广东泰禾建设
MA524W2Q-2,广东省淳泰建设工程
MA52KD7B-7,广东省盛源建设
MA51ETRD-0,广东睿营建设
MA5C4BMC-7,广州东衡建设工程
MA5FEHDT-2,星悠驰建筑深圳
MA5F971Y-2,春昇建设集团深圳分
MA547Y3A-1,梅州市智航建筑工程
MA542J69-4,梅州市耐迪斯地坪体育建设工程
MA5F0G4Y-7,深圳华大基因家园建设发展
MA5F95UA-5,深圳和顺建筑工程劳务
MA5FA2BN-8,深圳市中广岩土工程
MA5F948M-0,深圳市佳润建筑工程
MA5F9KQ5-X,深圳市建业建设工程
MA525LFX-8,深圳市恩歌源建设集团肇庆分
MA5G0U3G-2,深圳市深汕特别合作区兴漠建材
79286290-0,云南云天化股份天湖分
67658902-X,云南鸿泰博化工股份
76627734-5,北京丰民同和国际农业科技发展
10255672-0,北京富特来复合肥料
80294001-0,北京科蕊复合肥
05438046-7,北海宝农农业科技
75725855-6,原平平康磷化
57409709-1,吉林新力源化工股份
74934830-8,吉林邦农科技
07887929-7,四川省中江金生磷化工
57529003-7,四川眉山凯尔化工
20535069-6,四川蓥峰实业
78912439-2,四川金杯化工
55080256-9,埃斯科姆星四季青岛作物营养
69093604-0,埃斯科姆米高四川化肥
75298453-2,安徽定兴肥业
67262789-3,安徽德邦化工
MA2NAWMC-1,安徽成达生物质新材料
79641931-6,安徽道尔化肥
MA1B467F-4,宝清北大荒米高农业科技
74127662-9,宝鸡新科农业经济发展
59704345-9,山东万豪肥业
59261654-5,山东农保姆肥业科技
79036883-7,山东普金肥料
58899613-5,岳阳市兴盛复合肥
18271641-2,当阳市星光磷化
76483650-2,德福莱克生态肥业烟台
39533636-8,怀仁县金艺生物有机肥
76587598-4,江苏丰民肥业
72221847-4,江苏双昌生物科技股份
74896339-2,东方地毯集团
MA05QXM3-8,东方雷诺地毯天津
59898410-3,东莞市宏进地毯
58295199-9,中山市博轩地毯
MA74GDR0-8,临夏县盛飞地毯
79464922-2,佛山市顺德区琅美地毯制品
62590773-7,北京航空工艺地毯
76335552-0,华腾地毯
76054769-0,南通金凤凰地毯制造
78144361-2,圣源地毯集团
22492033-2,天水宾乐地毯
74137082-6,天津市恒信地毯
61375093-9,威海山花华宝地毯
78234249-3,山东东沃环保新材料股份
MA775QC2-7,巴楚县白鸽地毯
55249705-1,常熟市斯美特纺织品
09427727-X,广东美适地毯
70645174-3,捷成地毯青岛
57620638-6,新疆和田羊手工地毯集团股份
60792305-5,无锡富星地毯
77265733-6,昭通大山地毯
25117573-7,江苏中联地毯
60818741-6,江苏开利地毯股份
56199055-0,河北宏兴地毯纺织集团
69555726-9,深圳市硕方地毯
56815551-5,绍兴市可鑫纺织地毯
60827222-3,苏州东帝士纤维地毯
68052516-8,英特飞模块地毯中国
58842991-5,萧氏地毯中国
61471260-0,郑州华德地毯集团
58399638-X,余姚市舜达安防设备科技
56821216-1,佛山市华鹰智能楼宇科技
57019579-4,佛山市威格特电气设备
74802075-7,佛山市家卫士电子
66149483-7,佛山市美好花地电器
75208298-5,佛山市顺德区洋机特精密仪器制造
78040544-6,宁波市北仑凯捷智能机电
59539996-1,宁波杭州湾新区硕成电子
74216645-6,宁波澳普网络通信设备
05381460-6,宁波研创光电科技
72049850-5,宁波能士通信设备
MA2CL6DL-7,宁波蓝耀科技
58399740-3,宁波虎符通讯科技
78434592-X,宁波钜隆电子科技
66646583-2,广东科源电气股份
58138326-4,广东顺德科锐玛电器
74451732-8,日照万浦门业
72754291-9,日照市八达通讯设备
MA203C55-2,江苏申玻化学试剂
MA281H0U-5,浙江元海科技
77436460-9,浙江华甸防雷科技股份
55479166-8,浙江威龙文迅电子
MA283PTK-0,浙江拓邦电子科技
77274786-8,深圳市亚特威科技
79170363-3,深圳市众诚达电器
69906465-6,深圳市喜来乐科技
69398142-9,深圳市晶慧通科技
71523244-6,深圳市永安联电子
30904685-9,象山华凤电子
MA3PMRA6-1,青岛捷途电子
MA285ANP-3,乐清旺达铜材
MA4UWNJC-8,广东创恒穗兴达铜业
77833193-5,广东创新发铜业
MA4WQGEU-3,广东富之源铜业
73310484-3,广东楚一铜业
33476085-1,广东海亮铜业
57452975-5,广东高特铜业
58886864-3,广德亨通铜业
75098261-3,广德新昌铜业
68092527-6,广昌县众发铜业
67240697-8,广昌县华能铜业
68526823-6,怡江厦门铜材
77245252-5,昆山大桥铜材
MA27X90H-0,杭州勇华铜材
76548489-5,杭州振兴铜业
68584082-9,杭州金博铜业
77009986-0,株洲鑫盛铜材加工
73827652-1,江阴市盛园铜材
66906186-8,河北大无缝建昌铜业
67990946-3,河北大无缝铜业
10973387-3,河北金益铜业
17318981-7,河南七星铜业
77510297-7,河南三丰铜业
MA46073K-1,河南盛世新星铜业
MA443MPM-3,河南省世达铜业
72584180-0,河南省新乡恒鑫铜业
72700924-1,河南省新昌铜业
78506949-6,河南省金鹏铜业
18473797-0,湘潭市异型铜材厂
69670486-5,灌南县炬鑫铜业
MA0EGN4W-7,中国电信集团唐山曹妃甸昱海澜湾营业厅
MA08TH5G-1,中国雄安集团
72335912-1,中海石油中捷石化
10594118-1,保定市粮油贸易
E1025231-8,兴隆县自来水
56739513-8,冀中能源国际物流集团
78405082-2,冀中能源集团
MA08E7WK-7,冀资河北置业
68278989-6,唐山市丰南建设投资
MA0EGW8U-0,唐山申创热电
MA0EP1WQ-5,国家石油天然气管网集团建设项目管理分
79840868-8,平山县城建投资
72161959-1,廊坊市城市建设投资开发
10474452-2,开滦集团
MA0EQGPH-3,张家口泰浩建材科技
68432143-7,张家口蔚县源恒建设发展集团
MA08NTA4-5,承德避暑山庄旅游集团森林空气科技开发
MA097NMN-4,曹妃甸国控投资集团
MA0EN622-0,河北南水北调中线调蓄库建材
MA0FAJ7A-3,河北国运项目管理
MA0EHC73-4,河北壹方天江药业
10432151-1,河北建设投资集团
MA07P2YA-3,河北昌泰建设发展集团
74154360-0,河北港口集团
MA08HMJY-6,河北省冀财公共事业投资
10432226-6,河北省商业进出口
73562550-3,河北省国富农业投资集团
40170138-5,河北省建筑科学研究院
MA0EUCPU-0,河北高科智城运营服务
MA0E5M0N-5,河北高速公路集团
MA00FL2P-3,丞家北京公寓管理
08283103-4,中国海洋置业北京物业管理分
56205018-1,九州恒辉物业管理北京
MA007JM9-0,北京久好物业管理
09964292-6,北京乐乎公寓物业管理
MA018QH0-0,北京京投睿德物业管理服务
57125140-1,北京人保物业管理西城分
09242357-9,北京先锋华园物业服务
56744144-8,北京北投商业地产经营管理
08964589-1,北京华服物业管理昌平分
08965239-7,北京华服物业管理朝阳分
31799722-4,北京华联第一太平商业物业管理
56953280-2,北京嘉盛兴业物业管理
MA008QB6-0,北京天鸿宝地物业管理经营第五分
05920072-8,北京安河仁嘉物业管理
MA01FPKJ-0,北京宏远第一太平戴维斯物业管理
08285236-1,北京搜厚物业管理望京分
MA01BFD1-X,北京春海建设发展二分
MA019TF1-X,北京深蓝动力物业管理服务
MA01CB73-2,北京空港新苑物业管理
08963921-3,北京置汇物业管理
MA0072RX-2,北京蒲公英物业管理
33029664-1,北京长晟物业管理
MA004TKF-8,北京阳光将台物业管理
56947282-X,北京颐堤港物业服务
MA018W1F-8,华润置地北京物业管理海淀分
35295698-9,幸福基业物业服务北京丰台分
MA01ABX6-1,幸福基业物业服务北京房山分
08281428-5,广东碧桂园房地产信息咨询北京分
08052881-6,德贝斯特北京物业管理
20890058-5,四川省宜宾市叙府粮油制品
73162814-1,四川省川粮油脂
62088697-3,四川省广汉市油脂
21100047-3,四川省德福油脂
75158790-6,大连金石粮油食品
69853091-8,大通县富海粮油
74138505-9,天津东方雷格工贸
79251495-7,天津东盛油脂
72755433-8,山东香驰粮油
MA3N34YH-6,山东鲁味花生油
MA3R2R18-3,山东鲁姬香食品
68321789-X,山东鲁帝集团
68933037-5,广州市胜龙食品
55838058-3,广州市金晨油脂
MA5CW3D3-7,广州康华油脂
71687306-9,江苏欣盛植物油脂
14008009-X,江苏民康油脂
MA1W0EGX-8,江苏永元粮油食品集团
09415252-2,江苏永友食品科技
09349125-8,江苏汇福油脂科技
09349163-7,江苏汇福蛋白科技
79327258-2,湖北奥星粮油工业
68848702-0,湖北奥龙粮油工业
79877135-6,湖北宜恒茶油产业科技
MA490LCG-7,湖北广然粮油科技
75103955-5,湖北康宏粮油食品
75865734-8,黑龙江红兴隆农垦清河油脂
MA19G04U-5,黑龙江红油坊食品
78602140-0,黑龙江绿金食品
MA18YL50-0,黑龙江翰德粮油
58343151-4,上海海阳保安服务股份
07299553-7,上海煜诚保安服务
77766001-6,中安保安服务
57565275-5,伊金霍洛旗华泰保安服务
78690842-3,光泽县金剑保安
31843937-1,内蒙古鹏泰保安服务
72148469-0,北京怀保保安服务
80287151-0,北京金蓝盾保安服务
L1680083-0,华之盾保安服务北京
12448543-3,吉林市江城保安
78852381-8,吕梁国投保安服务
11010177-7,太原市保安服务
16315751-2,山东振邦保安服务
58851465-0,山西雪豹保安服务
67974600-0,广东中保华安保安服务
58005465-3,广东国保保安服务集团
56352845-8,广东鹏祥保安服务
16444168-9,枣庄国银保安服务
59114961-5,江苏猎狐保安服务
07184174-7,江西威盾保安服务
56726217-5,河南华德保安集团
56863989-4,河南皇甲特卫保安服务集团
06759639-8,河南蓝盾保安服务
58777270-3,浙江华卫保安服务
19244018-1,深圳市蛇口保安服务
55868268-8,深圳市鹏诚卫保安服务
58797577-0,湖北中安保安服务集团
78815146-0,湖北兴安保安集团
67356888-0,湖南省湘安保安服务
75465236-3,神之盾保安集团
10168993-5,《中国国家地理》杂志社
63372989-7,《中国学术期刊光盘版》电子杂志社
56368850-7,《中国汽车报》社
56368850-8,《中国经济时报》社
11312473-9,《学英语》报社
78723255-X,上海世纪出版股份科学技术出版社
42520379-4,上海世纪出版集团
E7881231-8,上海交通大学出版社
10000259-9,中国新闻发展
MA01HN8J-X,中国日报社
10000788-3,中国经济出版社
15826206-X,二十一世纪出版社集团
